,State,Month,Year,stateBirths
9017,19,6,2000,5503
9018,19,7,2000,5738
9019,19,8,2000,6358
9020,19,9,2000,5955
9021,19,10,2000,5804
9022,19,11,2000,5735
9023,19,12,2000,5834
9024,20,1,2000,1116
9025,20,2,2000,1057
9026,20,3,2000,1198
9027,20,4,2000,1102
9028,20,5,2000,1224
9029,20,6,2000,1209
9030,20,7,2000,1123
9031,20,8,2000,1200
9032,20,9,2000,1151
9033,20,10,2000,1114
9034,20,11,2000,1057
9035,20,12,2000,1052
9036,21,1,2000,6039
9037,21,2,2000,5904
9038,21,3,2000,6352
9039,21,4,2000,5893
9040,21,5,2000,6288
9041,21,6,2000,6343
9042,21,7,2000,6360
9043,21,8,2000,6428
9044,21,9,2000,6295
9045,21,10,2000,6253
9046,21,11,2000,6021
9047,21,12,2000,6140
9048,22,1,2000,6576
9049,22,2,2000,6301
9050,22,3,2000,6843
9051,22,4,2000,6690
9052,22,5,2000,7205
9053,22,6,2000,7042
9054,22,7,2000,7069
9055,22,8,2000,7169
9056,22,9,2000,6779
9057,22,10,2000,6856
9058,22,11,2000,6467
9059,22,12,2000,6617
9060,23,1,2000,10904
9061,23,2,2000,10905
9062,23,3,2000,11509
9063,23,4,2000,11133
9064,23,5,2000,11856
9065,23,6,2000,11815
9066,23,7,2000,11715
9067,23,8,2000,11943
9068,23,9,2000,11208
9069,23,10,2000,11187
9070,23,11,2000,10847
9071,23,12,2000,11149
9072,24,1,2000,5300
9073,24,2,2000,5147
9074,24,3,2000,5794
9075,24,4,2000,5510
9076,24,5,2000,5827
9077,24,6,2000,5784
9078,24,7,2000,5856
9079,24,8,2000,5979
9080,24,9,2000,5662
9081,24,10,2000,5759
9082,24,11,2000,5508
9083,24,12,2000,5478
9084,25,1,2000,3527
9085,25,2,2000,3577
9086,25,3,2000,3756
9087,25,4,2000,3223
9088,25,5,2000,3388
9089,25,6,2000,3763
9090,25,7,2000,3852
9091,25,8,2000,4086
9092,25,9,2000,3741
9093,25,10,2000,3838
9094,25,11,2000,3685
9095,25,12,2000,3639
9096,26,1,2000,6187
9097,26,2,2000,6175
9098,26,3,2000,6322
9099,26,4,2000,6021
9100,26,5,2000,6492
9101,26,6,2000,6498
9102,26,7,2000,6487
9103,26,8,2000,6879
9104,26,9,2000,6611
9105,26,10,2000,6326
9106,26,11,2000,6152
9107,26,12,2000,6313
9108,27,1,2000,866
9109,27,2,2000,842
9110,27,3,2000,969
9111,27,4,2000,898
9112,27,5,2000,999
9113,27,6,2000,985
9114,27,7,2000,944
9115,27,8,2000,918
9116,27,9,2000,908
9117,27,10,2000,871
9118,27,11,2000,861
9119,27,12,2000,896
9120,28,1,2000,2059
9121,28,2,2000,1892
9122,28,3,2000,2098
9123,28,4,2000,1955
9124,28,5,2000,2110
9125,28,6,2000,2084
9126,28,7,2000,2117
9127,28,8,2000,2185
9128,28,9,2000,2014
9129,28,10,2000,2006
9130,28,11,2000,2080
9131,28,12,2000,2046
9132,29,1,2000,2420
9133,29,2,2000,2413
9134,29,3,2000,2536
9135,29,4,2000,2427
9136,29,5,2000,2611
9137,29,6,2000,2583
9138,29,7,2000,2635
9139,29,8,2000,2748
9140,29,9,2000,2680
9141,29,10,2000,2758
9142,29,11,2000,2485
9143,29,12,2000,2533
9144,30,1,2000,1143
9145,30,2,2000,1104
9146,30,3,2000,1220
9147,30,4,2000,1247
9148,30,5,2000,1317
9149,30,6,2000,1257
9150,30,7,2000,1319
9151,30,8,2000,1314
9152,30,9,2000,1185
9153,30,10,2000,1206
9154,30,11,2000,1173
9155,30,12,2000,1124
9156,31,1,2000,9381
9157,31,2,2000,8906
9158,31,3,2000,9773
9159,31,4,2000,9225
9160,31,5,2000,9968
9161,31,6,2000,9718
9162,31,7,2000,10155
9163,31,8,2000,10206
9164,31,9,2000,9787
9165,31,10,2000,9735
9166,31,11,2000,9301
9167,31,12,2000,9477
9168,32,1,2000,2120
9169,32,2,2000,2154
9170,32,3,2000,2317
9171,32,4,2000,2164
9172,32,5,2000,2286
9173,32,6,2000,2175
9174,32,7,2000,2378
9175,32,8,2000,2525
9176,32,9,2000,2347
9177,32,10,2000,2255
9178,32,11,2000,2313
9179,32,12,2000,2189
9180,33,1,2000,21489
9181,33,2,2000,20354
9182,33,3,2000,21843
9183,33,4,2000,20297
9184,33,5,2000,21967
9185,33,6,2000,22079
9186,33,7,2000,22409
9187,33,8,2000,22485
9188,33,9,2000,21870
9189,33,10,2000,21655
9190,33,11,2000,20879
9191,33,12,2000,21410
9192,34,1,2000,9958
9193,34,2,2000,9435
9194,34,3,2000,10075
9195,34,4,2000,9259
9196,34,5,2000,9795
9197,34,6,2000,9807
9198,34,7,2000,10440
9199,34,8,2000,10815
9200,34,9,2000,10409
9201,34,10,2000,10195
9202,34,11,2000,9953
9203,34,12,2000,10170
9204,35,1,2000,643
9205,35,2,2000,584
9206,35,3,2000,695
9207,35,4,2000,609
9208,35,5,2000,631
9209,35,6,2000,660
9210,35,7,2000,697
9211,35,8,2000,680
9212,35,9,2000,666
9213,35,10,2000,609
9214,35,11,2000,594
9215,35,12,2000,608
9216,36,1,2000,12798
9217,36,2,2000,12109
9218,36,3,2000,13185
9219,36,4,2000,12373
9220,36,5,2000,13319
9221,36,6,2000,13493
9222,36,7,2000,13566
9223,36,8,2000,13700
9224,36,9,2000,13099
9225,36,10,2000,12735
9226,36,11,2000,12494
9227,36,12,2000,12601
9228,37,1,2000,4084
9229,37,2,2000,4021
9230,37,3,2000,4194
9231,37,4,2000,3883
9232,37,5,2000,4148
9233,37,6,2000,4179
9234,37,7,2000,4294
9235,37,8,2000,4462
9236,37,9,2000,4150
9237,37,10,2000,4194
9238,37,11,2000,4056
9239,37,12,2000,4117
9240,38,1,2000,3657
9241,38,2,2000,3587
9242,38,3,2000,3961
9243,38,4,2000,3770
9244,38,5,2000,3966
9245,38,6,2000,3995
9246,38,7,2000,3961
9247,38,8,2000,3890
9248,38,9,2000,3938
9249,38,10,2000,3769
9250,38,11,2000,3575
9251,38,12,2000,3735
9252,39,1,2000,11791
9253,39,2,2000,11628
9254,39,3,2000,12431
9255,39,4,2000,11569
9256,39,5,2000,12623
9257,39,6,2000,12412
9258,39,7,2000,12718
9259,39,8,2000,13035
9260,39,9,2000,12327
9261,39,10,2000,12182
9262,39,11,2000,11827
9263,39,12,2000,11738
9264,40,1,2000,1002
9265,40,2,2000,946
9266,40,3,2000,1044
9267,40,4,2000,955
9268,40,5,2000,1146
9269,40,6,2000,1051
9270,40,7,2000,1058
9271,40,8,2000,1176
9272,40,9,2000,1055
9273,40,10,2000,1096
9274,40,11,2000,972
9275,40,12,2000,1004
9276,41,1,2000,4694
9277,41,2,2000,4505
9278,41,3,2000,4753
9279,41,4,2000,4186
9280,41,5,2000,4513
9281,41,6,2000,4652
9282,41,7,2000,4854
9283,41,8,2000,4860
9284,41,9,2000,4874
9285,41,10,2000,4816
9286,41,11,2000,4715
9287,41,12,2000,4692
9288,42,1,2000,813
9289,42,2,2000,835
9290,42,3,2000,843
9291,42,4,2000,842
9292,42,5,2000,876
9293,42,6,2000,927
9294,42,7,2000,914
9295,42,8,2000,919
9296,42,9,2000,841
9297,42,10,2000,809
9298,42,11,2000,830
9299,42,12,2000,896
9300,43,1,2000,6480
9301,43,2,2000,6376
9302,43,3,2000,6656
9303,43,4,2000,6152
9304,43,5,2000,6703
9305,43,6,2000,6593
9306,43,7,2000,6917
9307,43,8,2000,7098
9308,43,9,2000,6823
9309,43,10,2000,6538
9310,43,11,2000,6567
9311,43,12,2000,6708
9312,44,1,2000,29869
9313,44,2,2000,28341
9314,44,3,2000,29715
9315,44,4,2000,27297
9316,44,5,2000,29469
9317,44,6,2000,29821
9318,44,7,2000,31558
9319,44,8,2000,32931
9320,44,9,2000,31922
9321,44,10,2000,31765
9322,44,11,2000,30186
9323,44,12,2000,30540
9324,45,1,2000,3551
9325,45,2,2000,3680
9326,45,3,2000,4119
9327,45,4,2000,4053
9328,45,5,2000,4223
9329,45,6,2000,4226
9330,45,7,2000,4065
9331,45,8,2000,4152
9332,45,9,2000,3936
9333,45,10,2000,3885
9334,45,11,2000,3781
9335,45,12,2000,3682
9336,46,1,2000,508
9337,46,2,2000,508
9338,46,3,2000,517
9339,46,4,2000,533
9340,46,5,2000,576
9341,46,6,2000,565
9342,46,7,2000,584
9343,46,8,2000,576
9344,46,9,2000,558
9345,46,10,2000,531
9346,46,11,2000,487
9347,46,12,2000,557
9348,47,1,2000,8026
9349,47,2,2000,7719
9350,47,3,2000,8510
9351,47,4,2000,7718
9352,47,5,2000,8253
9353,47,6,2000,8290
9354,47,7,2000,8456
9355,47,8,2000,8763
9356,47,9,2000,8563
9357,47,10,2000,8369
9358,47,11,2000,8145
9359,47,12,2000,8126
9360,48,1,2000,6454
9361,48,2,2000,6366
9362,48,3,2000,6892
9363,48,4,2000,6703
9364,48,5,2000,7167
9365,48,6,2000,6952
9366,48,7,2000,6813
9367,48,8,2000,7151
9368,48,9,2000,6754
9369,48,10,2000,6713
9370,48,11,2000,6482
9371,48,12,2000,6589
9372,49,1,2000,1657
9373,49,2,2000,1709
9374,49,3,2000,1746
9375,49,4,2000,1633
9376,49,5,2000,1761
9377,49,6,2000,1763
9378,49,7,2000,1807
9379,49,8,2000,1890
9380,49,9,2000,1882
9381,49,10,2000,1736
9382,49,11,2000,1654
9383,49,12,2000,1627
9384,50,1,2000,5690
9385,50,2,2000,5449
9386,50,3,2000,5799
9387,50,4,2000,5512
9388,50,5,2000,6078
9389,50,6,2000,6151
9390,50,7,2000,6009
9391,50,8,2000,6080
9392,50,9,2000,5776
9393,50,10,2000,5757
9394,50,11,2000,5434
9395,50,12,2000,5591
9396,1,1,2001,5380
9397,1,2,2001,4603
9398,1,3,2001,5028
9399,1,4,2001,4796
9400,1,5,2001,5061
9401,1,6,2001,4828
9402,1,7,2001,5220
9403,1,8,2001,5408
9404,1,9,2001,5062
9405,1,10,2001,5220
9406,1,11,2001,4906
9407,1,12,2001,4942
9408,2,1,2001,793
9409,2,2,2001,781
9410,2,3,2001,919
9411,2,4,2001,798
9412,2,5,2001,869
9413,2,6,2001,848
9414,2,7,2001,850
9415,2,8,2001,895
9416,2,9,2001,860
9417,2,10,2001,824
9418,2,11,2001,765
9419,2,12,2001,801
9420,3,1,2001,7242
9421,3,2,2001,6539
9422,3,3,2001,7185
9423,3,4,2001,6561
9424,3,5,2001,6812
9425,3,6,2001,6673
9426,3,7,2001,7387
9427,3,8,2001,7832
9428,3,9,2001,7508
9429,3,10,2001,7397
9430,3,11,2001,7090
9431,3,12,2001,7371
9432,4,1,2001,3168
9433,4,2,2001,2841
9434,4,3,2001,3057
9435,4,4,2001,2871
9436,4,5,2001,2953
9437,4,6,2001,2987
9438,4,7,2001,3253
9439,4,8,2001,3331
9440,4,9,2001,3174
9441,4,10,2001,3332
9442,4,11,2001,2978
9443,4,12,2001,3065
9444,5,1,2001,44428
9445,5,2,2001,39383
9446,5,3,2001,43673
9447,5,4,2001,41705
9448,5,5,2001,44182
9449,5,6,2001,42889
9450,5,7,2001,45358
9451,5,8,2001,48057
9452,5,9,2001,45561
9453,5,10,2001,45839
9454,5,11,2001,43304
9455,5,12,2001,43380
9456,6,1,2001,5430
9457,6,2,2001,5176
9458,6,3,2001,5701
9459,6,4,2001,5448
9460,6,5,2001,5885
9461,6,6,2001,5591
9462,6,7,2001,5832
9463,6,8,2001,5997
9464,6,9,2001,5787
9465,6,10,2001,5591
9466,6,11,2001,5258
9467,6,12,2001,5311
9468,7,1,2001,3439
9469,7,2,2001,3109
9470,7,3,2001,3602
9471,7,4,2001,3601
9472,7,5,2001,3834
9473,7,6,2001,3580
9474,7,7,2001,3802
9475,7,8,2001,3774
9476,7,9,2001,3623
9477,7,10,2001,3667
9478,7,11,2001,3318
9479,7,12,2001,3299
9480,8,1,2001,944
9481,8,2,2001,792
9482,8,3,2001,885
9483,8,4,2001,878
9484,8,5,2001,913
9485,8,6,2001,897
9486,8,7,2001,927
9487,8,8,2001,988
9488,8,9,2001,887
9489,8,10,2001,923
9490,8,11,2001,822
9491,8,12,2001,893
9492,10,1,2001,17364
9493,10,2,2001,15735
9494,10,3,2001,16886
9495,10,4,2001,16002
9496,10,5,2001,16793
9497,10,6,2001,16254
9498,10,7,2001,17483
9499,10,8,2001,18645
9500,10,9,2001,17656
9501,10,10,2001,18356
9502,10,11,2001,17177
9503,10,12,2001,17442
9504,11,1,2001,11194
9505,11,2,2001,10124
9506,11,3,2001,11311
9507,11,4,2001,10472
9508,11,5,2001,11551
9509,11,6,2001,10769
9510,11,7,2001,11546
9511,11,8,2001,11994
9512,11,9,2001,11399
9513,11,10,2001,11413
9514,11,11,2001,10707
9515,11,12,2001,11046
9516,12,1,2001,1452
9517,12,2,2001,1245
9518,12,3,2001,1437
9519,12,4,2001,1396
9520,12,5,2001,1394
9521,12,6,2001,1289
9522,12,7,2001,1455
9523,12,8,2001,1497
9524,12,9,2001,1507
9525,12,10,2001,1450
9526,12,11,2001,1493
9527,12,12,2001,1457
9528,13,1,2001,1549
9529,13,2,2001,1554
9530,13,3,2001,1833
9531,13,4,2001,1773
9532,13,5,2001,1990
9533,13,6,2001,1785
9534,13,7,2001,1828
9535,13,8,2001,1825
9536,13,9,2001,1667
9537,13,10,2001,1697
9538,13,11,2001,1599
9539,13,12,2001,1588
9540,14,1,2001,15241
9541,14,2,2001,13978
9542,14,3,2001,15514
9543,14,4,2001,15034
9544,14,5,2001,15917
9545,14,6,2001,15327
9546,14,7,2001,16319
9547,14,8,2001,16325
9548,14,9,2001,15507
9549,14,10,2001,15563
9550,14,11,2001,14634
9551,14,12,2001,14705
9552,15,1,2001,7201
9553,15,2,2001,6587
9554,15,3,2001,7380
9555,15,4,2001,6935
9556,15,5,2001,7495
9557,15,6,2001,7256
9558,15,7,2001,7517
9559,15,8,2001,7839
9560,15,9,2001,7121
9561,15,10,2001,7406
9562,15,11,2001,6792
9563,15,12,2001,6930
9564,16,1,2001,3024
9565,16,2,2001,2823
9566,16,3,2001,3183
9567,16,4,2001,3095
9568,16,5,2001,3316
9569,16,6,2001,3169
9570,16,7,2001,3237
9571,16,8,2001,3324
9572,16,9,2001,3202
9573,16,10,2001,3171
9574,16,11,2001,3043
9575,16,12,2001,3032
9576,17,1,2001,3372
9577,17,2,2001,2932
9578,17,3,2001,3320
9579,17,4,2001,3130
9580,17,5,2001,3171
9581,17,6,2001,3151
9582,17,7,2001,3350
9583,17,8,2001,3418
9584,17,9,2001,3309
9585,17,10,2001,3396
9586,17,11,2001,3101
9587,17,12,2001,3219
9588,18,1,2001,4621
9589,18,2,2001,4112
9590,18,3,2001,4558
9591,18,4,2001,4270
9592,18,5,2001,4594
9593,18,6,2001,4483
9594,18,7,2001,4851
9595,18,8,2001,4962
9596,18,9,2001,4776
9597,18,10,2001,4621
9598,18,11,2001,4355
9599,18,12,2001,4455
9600,19,1,2001,5543
9601,19,2,2001,4841
9602,19,3,2001,5342
9603,19,4,2001,4946
9604,19,5,2001,5267
9605,19,6,2001,5002
9606,19,7,2001,5728
9607,19,8,2001,6106
9608,19,9,2001,5755
9609,19,10,2001,5793
9610,19,11,2001,5456
9611,19,12,2001,5573
9612,20,1,2001,1051
9613,20,2,2001,1062
9614,20,3,2001,1235
9615,20,4,2001,1151
9616,20,5,2001,1317
9617,20,6,2001,1190
9618,20,7,2001,1131
9619,20,8,2001,1203
9620,20,9,2001,1223
9621,20,10,2001,1135
9622,20,11,2001,1092
9623,20,12,2001,969
9624,21,1,2001,6208
9625,21,2,2001,5447
9626,21,3,2001,6172
9627,21,4,2001,5945
9628,21,5,2001,6267
9629,21,6,2001,6152
9630,21,7,2001,6328
9631,21,8,2001,6462
9632,21,9,2001,6165
9633,21,10,2001,6231
9634,21,11,2001,5895
9635,21,12,2001,5946
9636,22,1,2001,6511
9637,22,2,2001,6071
9638,22,3,2001,6909
9639,22,4,2001,6638
9640,22,5,2001,7279
9641,22,6,2001,7074
9642,22,7,2001,7140
9643,22,8,2001,7311
9644,22,9,2001,6796
9645,22,10,2001,6785
9646,22,11,2001,6395
9647,22,12,2001,6168
9648,23,1,2001,11142
9649,23,2,2001,10012
9650,23,3,2001,11567
9651,23,4,2001,11051
9652,23,5,2001,11841
9653,23,6,2001,11173
9654,23,7,2001,11863
9655,23,8,2001,11865
9656,23,9,2001,11166
9657,23,10,2001,11125
9658,23,11,2001,10256
9659,23,12,2001,10366
9660,24,1,2001,5580
9661,24,2,2001,5123
9662,24,3,2001,5747
9663,24,4,2001,5828
9664,24,5,2001,5973
9665,24,6,2001,5739
9666,24,7,2001,5841
9667,24,8,2001,6017
9668,24,9,2001,5620
9669,24,10,2001,5626
9670,24,11,2001,5186
9671,24,12,2001,5282
9672,25,1,2001,3668
9673,25,2,2001,3262
9674,25,3,2001,3460
9675,25,4,2001,3297
9676,25,5,2001,3407
9677,25,6,2001,3402
9678,25,7,2001,3699
9679,25,8,2001,3706
9680,25,9,2001,3620
9681,25,10,2001,3670
9682,25,11,2001,3433
9683,25,12,2001,3658
9684,26,1,2001,6253
9685,26,2,2001,5823
9686,26,3,2001,6405
9687,26,4,2001,6060
9688,26,5,2001,6325
9689,26,6,2001,6020
9690,26,7,2001,6691
9691,26,8,2001,6821
9692,26,9,2001,6536
9693,26,10,2001,6426
9694,26,11,2001,5952
9695,26,12,2001,6152
9696,27,1,2001,891
9697,27,2,2001,814
9698,27,3,2001,947
9699,27,4,2001,904
9700,27,5,2001,993
9701,27,6,2001,966
9702,27,7,2001,946
9703,27,8,2001,1011
9704,27,9,2001,889
9705,27,10,2001,862
9706,27,11,2001,844
9707,27,12,2001,903
9708,28,1,2001,2027
9709,28,2,2001,1912
9710,28,3,2001,2097
9711,28,4,2001,2045
9712,28,5,2001,2092
9713,28,6,2001,2078
9714,28,7,2001,2081
9715,28,8,2001,2177
9716,28,9,2001,2121
9717,28,10,2001,2074
9718,28,11,2001,2033
9719,28,12,2001,2083
9720,29,1,2001,2498
9721,29,2,2001,2401
9722,29,3,2001,2697
9723,29,4,2001,2417
9724,29,5,2001,2608
9725,29,6,2001,2654
9726,29,7,2001,2676
9727,29,8,2001,2867
9728,29,9,2001,2762
9729,29,10,2001,2608
9730,29,11,2001,2523
9731,29,12,2001,2671
9732,30,1,2001,1148
9733,30,2,2001,1092
9734,30,3,2001,1240
9735,30,4,2001,1188
9736,30,5,2001,1283
9737,30,6,2001,1219
9738,30,7,2001,1338
9739,30,8,2001,1300
9740,30,9,2001,1250
9741,30,10,2001,1312
9742,30,11,2001,1125
9743,30,12,2001,1161
9744,31,1,2001,9597
9745,31,2,2001,8574
9746,31,3,2001,9746
9747,31,4,2001,9718
9748,31,5,2001,10205
9749,31,6,2001,9684
9750,31,7,2001,10146
9751,31,8,2001,10535
9752,31,9,2001,9712
9753,31,10,2001,9683
9754,31,11,2001,9092
9755,31,12,2001,9103
9756,32,1,2001,2238
9757,32,2,2001,2079
9758,32,3,2001,2318
9759,32,4,2001,2065
9760,32,5,2001,2345
9761,32,6,2001,2208
9762,32,7,2001,2394
9763,32,8,2001,2414
9764,32,9,2001,2306
9765,32,10,2001,2267
9766,32,11,2001,2271
9767,32,12,2001,2223
9768,33,1,2001,20882
9769,33,2,2001,18957
9770,33,3,2001,21607
9771,33,4,2001,20731
9772,33,5,2001,22210
9773,33,6,2001,21098
9774,33,7,2001,22445
9775,33,8,2001,22795
9776,33,9,2001,21262
9777,33,10,2001,21535
9778,33,11,2001,20325
9779,33,12,2001,20179
9780,34,1,2001,9971
9781,34,2,2001,8882
9782,34,3,2001,10059
9783,34,4,2001,9486
9784,34,5,2001,9778
9785,34,6,2001,9517
9786,34,7,2001,10495
9787,34,8,2001,10554
9788,34,9,2001,10137
9789,34,10,2001,9869
9790,34,11,2001,9824
9791,34,12,2001,9613
9792,35,1,2001,604
9793,35,2,2001,558
9794,35,3,2001,652
9795,35,4,2001,654
9796,35,5,2001,697
9797,35,6,2001,646
9798,35,7,2001,657
9799,35,8,2001,684
9800,35,9,2001,642
9801,35,10,2001,650
9802,35,11,2001,597
9803,35,12,2001,588
9804,36,1,2001,12645
9805,36,2,2001,11521
9806,36,3,2001,13047
9807,36,4,2001,12675
9808,36,5,2001,13268
9809,36,6,2001,12662
9810,36,7,2001,13277
9811,36,8,2001,13313
9812,36,9,2001,12802
9813,36,10,2001,12800
9814,36,11,2001,11693
9815,36,12,2001,11867
9816,37,1,2001,4234
9817,37,2,2001,3755
9818,37,3,2001,4128
9819,37,4,2001,4035
9820,37,5,2001,4079
9821,37,6,2001,4026
9822,37,7,2001,4340
9823,37,8,2001,4526
9824,37,9,2001,4335
9825,37,10,2001,4258
9826,37,11,2001,4136
9827,37,12,2001,4266
9828,38,1,2001,3637
9829,38,2,2001,3512
9830,38,3,2001,3985
9831,38,4,2001,3707
9832,38,5,2001,4038
9833,38,6,2001,3793
9834,38,7,2001,3944
9835,38,8,2001,4051
9836,38,9,2001,3661
9837,38,10,2001,3740
9838,38,11,2001,3629
9839,38,12,2001,3625
9840,39,1,2001,11756
9841,39,2,2001,10877
9842,39,3,2001,12143
9843,39,4,2001,11848
9844,39,5,2001,12769
9845,39,6,2001,12184
9846,39,7,2001,12648
9847,39,8,2001,12794
9848,39,9,2001,12027
9849,39,10,2001,12120
9850,39,11,2001,11070
9851,39,12,2001,11259
9852,40,1,2001,1030
9853,40,2,2001,858
9854,40,3,2001,1108
9855,40,4,2001,1120
9856,40,5,2001,1120
9857,40,6,2001,1054
9858,40,7,2001,1117
9859,40,8,2001,1171
9860,40,9,2001,1134
9861,40,10,2001,1058
9862,40,11,2001,996
9863,40,12,2001,947
9864,41,1,2001,4797
9865,41,2,2001,4349
9866,41,3,2001,4698
9867,41,4,2001,4317
9868,41,5,2001,4617
9869,41,6,2001,4420
9870,41,7,2001,4893
9871,41,8,2001,5091
9872,41,9,2001,4728
9873,41,10,2001,4636
9874,41,11,2001,4550
9875,41,12,2001,4660
9876,42,1,2001,864
9877,42,2,2001,830
9878,42,3,2001,939
9879,42,4,2001,823
9880,42,5,2001,936
9881,42,6,2001,869
9882,42,7,2001,912
9883,42,8,2001,907
9884,42,9,2001,884
9885,42,10,2001,894
9886,42,11,2001,801
9887,42,12,2001,824
9888,43,1,2001,6587
9889,43,2,2001,6121
9890,43,3,2001,6514
9891,43,4,2001,6139
9892,43,5,2001,6746
9893,43,6,2001,6426
9894,43,7,2001,6779
9895,43,8,2001,7020
9896,43,9,2001,6632
9897,43,10,2001,6603
9898,43,11,2001,6345
9899,43,12,2001,6428
9900,44,1,2001,30779
9901,44,2,2001,27125
9902,44,3,2001,29658
9903,44,4,2001,28468
9904,44,5,2001,29997
9905,44,6,2001,29458
9906,44,7,2001,31705
9907,44,8,2001,33185
9908,44,9,2001,31749
9909,44,10,2001,32521
9910,44,11,2001,30210
9911,44,12,2001,30555
9912,45,1,2001,3833
9913,45,2,2001,3626
9914,45,3,2001,4210
9915,45,4,2001,3969
9916,45,5,2001,4486
9917,45,6,2001,4108
9918,45,7,2001,4170
9919,45,8,2001,4270
9920,45,9,2001,4005
9921,45,10,2001,3907
9922,45,11,2001,3733
9923,45,12,2001,3642
9924,46,1,2001,522
9925,46,2,2001,449
9926,46,3,2001,585
9927,46,4,2001,566
9928,46,5,2001,577
9929,46,6,2001,543
9930,46,7,2001,553
9931,46,8,2001,598
9932,46,9,2001,465
9933,46,10,2001,533
9934,46,11,2001,482
9935,46,12,2001,493
9936,47,1,2001,8201
9937,47,2,2001,7455
9938,47,3,2001,8239
9939,47,4,2001,7922
9940,47,5,2001,8524
9941,47,6,2001,8219
9942,47,7,2001,8660
9943,47,8,2001,8793
9944,47,9,2001,8352
9945,47,10,2001,8386
9946,47,11,2001,8174
9947,47,12,2001,7959
9948,48,1,2001,6479
9949,48,2,2001,6005
9950,48,3,2001,6941
9951,48,4,2001,6630
9952,48,5,2001,7126
9953,48,6,2001,6838
9954,48,7,2001,7037
9955,48,8,2001,6987
9956,48,9,2001,6493
9957,48,10,2001,6451
9958,48,11,2001,6257
9959,48,12,2001,6326
9960,49,1,2001,1620
9961,49,2,2001,1552
9962,49,3,2001,1742
9963,49,4,2001,1600
9964,49,5,2001,1826
9965,49,6,2001,1670
9966,49,7,2001,1869
9967,49,8,2001,1836
9968,49,9,2001,1763
9969,49,10,2001,1723
9970,49,11,2001,1681
9971,49,12,2001,1546
9972,50,1,2001,5474
9973,50,2,2001,5262
9974,50,3,2001,5892
9975,50,4,2001,5780
9976,50,5,2001,6096
9977,50,6,2001,6035
9978,50,7,2001,6109
9979,50,8,2001,6073
9980,50,9,2001,5849
9981,50,10,2001,5795
9982,50,11,2001,5255
9983,50,12,2001,5452
9984,1,1,2002,5073
9985,1,2,2002,4556
9986,1,3,2002,4932
9987,1,4,2002,4655
9988,1,5,2002,4957
9989,1,6,2002,4632
9990,1,7,2002,5126
9991,1,8,2002,5238
9992,1,9,2002,4982
9993,1,10,2002,5110
9994,1,11,2002,4616
9995,1,12,2002,5090
9996,2,1,2002,767
9997,2,2,2002,752
9998,2,3,2002,825
9999,2,4,2002,848
10000,2,5,2002,883
10001,2,6,2002,802
10002,2,7,2002,891
10003,2,8,2002,912
10004,2,9,2002,834
10005,2,10,2002,866
10006,2,11,2002,748
10007,2,12,2002,810
10008,3,1,2002,7206
10009,3,2,2002,6512
10010,3,3,2002,7137
10011,3,4,2002,6758
10012,3,5,2002,7112
10013,3,6,2002,6982
10014,3,7,2002,7543
10015,3,8,2002,7945
10016,3,9,2002,8024
10017,3,10,2002,7832
10018,3,11,2002,7156
10019,3,12,2002,7630
10020,4,1,2002,3160
10021,4,2,2002,2908
10022,4,3,2002,3081
10023,4,4,2002,3044
10024,4,5,2002,3099
10025,4,6,2002,3031
10026,4,7,2002,3302
10027,4,8,2002,3262
10028,4,9,2002,3226
10029,4,10,2002,3257
10030,4,11,2002,2871
10031,4,12,2002,3196
10032,5,1,2002,43274
10033,5,2,2002,39332
10034,5,3,2002,43210
10035,5,4,2002,41923
10036,5,5,2002,44547
10037,5,6,2002,42669
10038,5,7,2002,45790
10039,5,8,2002,46991
10040,5,9,2002,47333
10041,5,10,2002,46676
10042,5,11,2002,43402
10043,5,12,2002,44210
10044,6,1,2002,5509
10045,6,2,2002,5154
10046,6,3,2002,5868
10047,6,4,2002,5708
10048,6,5,2002,5925
10049,6,6,2002,5841
10050,6,7,2002,6072
10051,6,8,2002,6029
10052,6,9,2002,5880
10053,6,10,2002,5791
10054,6,11,2002,5245
10055,6,12,2002,5396
10056,7,1,2002,3506
10057,7,2,2002,3072
10058,7,3,2002,3488
10059,7,4,2002,3417
10060,7,5,2002,3630
10061,7,6,2002,3452
10062,7,7,2002,3814
10063,7,8,2002,3756
10064,7,9,2002,3570
10065,7,10,2002,3610
10066,7,11,2002,3279
10067,7,12,2002,3407
10068,8,1,2002,872
10069,8,2,2002,878
10070,8,3,2002,868
10071,8,4,2002,1012
10072,8,5,2002,874
10073,8,6,2002,877
10074,8,7,2002,948
10075,8,8,2002,1008
10076,8,9,2002,989
10077,8,10,2002,883
10078,8,11,2002,903
10079,8,12,2002,978
10080,10,1,2002,17588
10081,10,2,2002,15683
10082,10,3,2002,16598
10083,10,4,2002,16105
10084,10,5,2002,16530
10085,10,6,2002,15922
10086,10,7,2002,17877
10087,10,8,2002,18501
10088,10,9,2002,17866
10089,10,10,2002,18244
10090,10,11,2002,16613
10091,10,12,2002,18052
10092,11,1,2002,11130
10093,11,2,2002,10182
10094,11,3,2002,11089
10095,11,4,2002,10547
10096,11,5,2002,11040
10097,11,6,2002,10765
10098,11,7,2002,11844
10099,11,8,2002,12011
10100,11,9,2002,11609
10101,11,10,2002,11448
10102,11,11,2002,10495
10103,11,12,2002,11140
